code,name,city,country
GLS,Scholes Intl At Galveston,Galveston,United States
GLT,Gladstone Airport,Gladstone,Australia
GLV,Golovin Airport,Golovin,United States
GMA,Gemena,Gemena,Congo (Kinshasa)
GMB,Gambella,Gambella,Ethiopia
GME,Gomel,Gomel,Belarus
GMI,Gasmata Island Airport,Gasmata Island,Papua New Guinea
GML,Gostomel Antonov,Kiev,Ukraine
GMP,Gimpo,Seoul,South Korea
GMR,Totegegie,Totegegie,French Polynesia
GMZ,La Gomera Airport,La Gomera,Spain
GNA,Hrodno Airport,Hrodna,Belarus
GNB,Saint Geoirs,Grenoble,France
GND,Point Salines Intl,Point Salines,Grenada
GNI,Lyudao,Green Island,Taiwan
GNM,Guanambi Airport,Guanambi,Brazil
GNS,Binaka,Gunung Sitoli,Indonesia
GNT,Grants Milan Muni,Grants,United States
GNU,Goodnews Airport,Goodnews Bay,United States
GNV,Gainesville Rgnl,Gainesville,United States
GNY,Sanliurfa GAP,Sanliurfa,Turkey
GNZ,Ghanzi Airport,Ghanzi,Botswana
GOA,Genova Sestri,Genoa,Italy
GOB,Robe Airport,Goba,Ethiopia
GOH,Nuuk,Godthaab,Greenland
GOI,Goa,Goa,India
GOJ,Nizhny Novgorod,Nizhniy Novgorod,Russia
GOM,Goma,Goma,Congo (Kinshasa)
GON,Groton New London,Groton CT,United States
GOP,Gorakhpur Airport,Gorakhpur,India
GOQ,Golmud Airport,Golmud,China
GOR,Gore Airport,Gore,Ethiopia
GOT,Landvetter,Gothenborg,Sweden
GOU,Garoua,Garoua,Cameroon
GOV,Gove Airport,Gove,Australia
GOY,Amparai,Galoya,Sri Lanka
GOZ,Gorna Oryahovitsa,Gorna Orechovica,Bulgaria
GPA,Araxos,Patras,Greece
GPB,Tancredo Thomaz de Faria Airport,Guarapuava,Brazil
GPI,Juan Casiano,Guapi,Colombia
GPS,Seymour,Galapagos,Ecuador
GPT,Gulfport-Biloxi,Gulfport,United States
GPZ,Grand Rapids Itasca County,Grand Rapids MN,United States
GQQ,Galion Municipal Airport,Galion,United States
GRB,Austin Straubel Intl,Green Bay,United States
GRF,Gray Aaf,Fort Lewis,United States
GRI,Central Nebraska Regional Airport,Grand Island,United States
GRJ,George,George,South Africa
GRK,Robert Gray Aaf,Killeen,United States
GRM,Grand Marais Cook County Airport,Grand Marais,United States
GRO,Girona,Gerona,Spain
GRP,Gurupi Airport,Gurupi,Brazil
GRQ,Eelde,Groningen,Netherlands
GRR,Gerald R Ford Intl,Grand Rapids,United States
GRS,Grosseto,Grosseto,Italy
GRU,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil
GRV,Grozny Airport,Grozny,Russia
GRW,Graciosa,Graciosa Island,Portugal
GRX,Granada,Granada,Spain
GRY,Gr�_msey Airport,Gr�_msey,Iceland
GRZ,Graz,Graz,Austria
GSB,Seymour Johnson Afb,Goldsboro,United States
GSE,Save,Gothenborg,Sweden
GSM,Gheshm Airport,Gheshm,Iran
GSO,Piedmont Triad,Greensboro,United States
GSP,Greenville-Spartanburg International,Greenville,United States
GSQ,Sharq Al-Owainat Airport,Sharq Al-Owainat,Egypt
GSS,Sabi Sabi Airport,Sabi Sabi,South Africa
GST,Gustavus Airport,Gustavus,United States
GTA,Gatokae Airport,Gatokae,Solomon Islands
GTB,Wheeler Sack Aaf,Fort Drum,United States
GTE,Groote Eylandt Airport,Groote Eylandt,Australia
GTF,Great Falls Intl,Great Falls,United States
GTI,Guettin MecklenburgVorpommern Germany,Ruegen,Germany
GTN,Mount Cook,Mount Cook,New Zealand
GTO,Jalaluddin,Gorontalo,Indonesia
GTR,Golden Triangle Regional Airport,Columbus Mississippi,United States
GTU,Georgetown Municipal Airport,Georgetown,United States
GUA,La Aurora,Guatemala City,Guatemala
GUB,Guerrero Negro Airport,Guerrero Negro,Mexico
GUC,Gunnison - Crested Butte,Gunnison,United States
GUI,Guiria,Guiria,Venezuela
GUL,Goulburn Airport,Goulburn,Australia
GUM,Guam Intl,Agana,Guam
GUP,Gallup Muni,Gallup,United States
GUQ,Guanare,Guanare,Venezuela
GUR,Gurney Airport,Gurney,Papua New Guinea
GUS,Grissom Arb,Peru,United States
GUT,Gutersloh,Guetersloh,Germany
GUW,Atyrau,Atyrau,Kazakhstan
GVA,Geneve Cointrin,Geneva,Switzerland
GVL,Lee Gilmer Memorial Airport,Gainesville,United States
GVQ,Genesee County Airport,Batavia,United States
GVR,Governador Valadares Airport,Governador Valadares,Brazil
GVT,Majors,Greenvile,United States
GVX,Gavle,Gavle,Sweden
GWD,Gwadar,Gwadar,Pakistan
GWE,Gweru Thornhill,Gwert,Zimbabwe
GWL,Gwalior,Gwalior,India
GWO,Greenwood Leflore,Greenwood,United States
GWT,Westerland Sylt,Westerland,Germany
GWW,Berlin Gatow,Berlin,Germany
GWY,Galway,Galway,Ireland
GXF,Sayun International Airport,Sayun Intl,Yemen
GXG,Negage,Negage,Angola
GXH,Gannan,Xiahe city,China
GXQ,Teniente Vidal,Coyhaique,Chile
GYA,Capit��n de Av. Emilio Beltr��n Airport,Guayaramer�_n,Bolivia
GYD,Heydar Aliyev,Baku,Azerbaijan
GYE,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador
GYI,Gisenyi,Gisenyi,Rwanda
GYL,Argyle Airport,Argyle,Australia
GYM,General Jose Maria Yanez Intl,Guaymas,Mexico
GYN,Santa Genoveva,Goiania,Brazil
GYS,Guangyuan Airport,Guangyuan,China
GYU,Guyuan,Guyuan,China
GYY,Gary Chicago International Airport,Gary,United States
GZA,Yasser Arafat Intl,Gaza,Palestine
GZM,Xewkija Heliport,Gozo,Malta
GZO,Nusatupe Airport,Gizo,Solomon Islands
GZP,Gazipasa Airport,Alanya,Turkey
GZS,Guangzhou South Railway Station,Guangzhou,China
GZT,Oguzeli,Gaziantep,Turkey
HAA,Hasvik,Hasvik,Norway
HAC,Hachijojima,Hachijojima,Japan
HAD,Halmstad,Halmstad,Sweden
HAE,Haeju Airport,Haeju,North Korea
HAH,Prince Said Ibrahim,Moroni,Comoros
HAJ,Hannover,Hannover,Germany
HAK,Meilan,Haikou,China
HAM,Hamburg,Hamburg,Germany
HAN,Noibai Intl,Hanoi,Vietnam
HAQ,Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives
HAS,Hail,Hail,Saudi Arabia
HAU,Karmoy,Haugesund,Norway
HAV,Jose Marti Intl,Havana,Cuba
HBA,Hobart,Hobart,Australia
HBE,Borg El Arab Intl,Alexandria,Egypt
HBG,Hattiesburg Bobby L. Chain Municipal Airport,Hattiesburg,United States
HBR,Hobart Muni,Hobart,United States
HBT,King Khaled Military City,King Khalid Mil.city,Saudi Arabia
HBX,Hubli Airport,Hubli,India
HCC,Columbia County,Hudson NY,United States
HCN,Hengchun Airport,Hengchun,Taiwan
HCQ,Halls Creek Airport,Halls Creek,Australia
HCR,Holy Cross Airport,Holy Cross,United States
HDB,Heidelberg,Heidelberg,Germany
HDD,Hyderabad Airport,Hyderabad,Pakistan
HDF,Heringsdorf Airport,Heringsdorf,Germany
HDG,Hebei Handan Airport,Handan,China
HDH,Dillingham,Dillingham,United States
HDI,Hardwick Field Airport,Cleveland,United States
HDM,Hamadan Airport,Hamadan,Iran
HDN,Yampa Valley,Hayden,United States
HDO,Hondo Municipal Airport,Hondo,United States
HDS,Hoedspruit Afb,Hoedspruit,South Africa
HDY,Hat Yai Intl,Hat Yai,Thailand
HEA,Herat,Herat,Afghanistan
HEH,Heho,Heho,Myanmar
HEI,Heide-B�_sum Airport,B�_sum,Germany
HEK,Heihe Airport,Heihe,China
HEL,Helsinki Vantaa,Helsinki,Finland
HEM,Helsinki Malmi,Helsinki,Finland
HEN,Hernesaari Heliport,Helsinki,Finland
HER,Nikos Kazantzakis,Heraklion,Greece
HET,Baita Airport,Hohhot,China
HEW,Athen Helenikon Airport,Athens,Greece
HEX,Herrera International Airport,Santo Domingo,Dominican Republic
HFA,Haifa,Haifa,Israel
HFD,Hartford Brainard,Hartford,United States
HFE,Luogang,Hefei,China
HFN,Hornafjordur,Hofn,Iceland
HFS,Hagfors Airport,Hagfors,Sweden
HFT,Hammerfest Airport,Hammerfest,Norway
HGA,Egal Intl,Hargeisa,Somalia
HGD,Hughenden Airport,Hughenden,Australia
HGH,Xiaoshan,Hangzhou,China
HGL,Helgoland-D�_ne Airport,Helgoland,Germany
HGN,Mae Hong Son,Mae Hong Son,Thailand
HGO,Korhogo,Korhogo,Cote d'Ivoire
HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,United States
HGS,Hastings Airport,Freetown,Sierra Leone
HGU,Mount Hagen,Mount Hagen,Papua New Guinea
HHA,Huanghua Intl,Changsha,China
HHH,Hilton Head,Hilton Head,United States
HHI,Wheeler Aaf,Wahiawa,United States
HHN,Frankfurt Hahn,Hahn,Germany
HHQ,Hua Hin,Prachuap Khiri Khan,Thailand
HHR,Jack Northrop Fld Hawthorne Muni,Hawthorne,United States
HIA,Huai An Lianshui Airport,Huai An,China
HIB,Chisholm Hibbing,Hibbing,United States
HID,Horn Island Airport,Horn Island,Australia
HIF,Hill Afb,Ogden,United States
HII,Lake Havasu City Airport,Lake Havasu City,United States
HIJ,Hiroshima,Hiroshima,Japan
HIL,Shilavo Airport,Shilavo,Ethiopia
HIN,Sacheon Air Base,Sacheon,South Korea
HIO,Portland Hillsboro,Hillsboro,United States
HIR,Honiara International,Honiara,Solomon Islands
HIS,Hayman Island Airport,Hayman Island,Australia
HIW,Hiroshima-Nishi,Hiroshima,Japan
HJJ,Zhijiang Airport,Zhijiang,China
HJR,Khajuraho,Khajuraho,India
HKB,Healy River Airport,Healy,United States
HKD,Hakodate,Hakodate,Japan
HKG,Hong Kong Intl,Hong Kong,Hong Kong
HKK,Hokitika,Hokitika,New Zealand
HKN,Kimbe Airport,Hoskins,Papua New Guinea
HKT,Phuket Intl,Phuket,Thailand
HKV,Uzundzhovo,Haskovo,Bulgaria
HKY,Hickory Rgnl,Hickory,United States
HLA,Lanseria,Johannesburg,South Africa
HLD,Dongshan,Hailar,China
HLF,Hultsfred,Hultsfred,Sweden
HLG,Wheeling Ohio County Airport,Wheeling,United States
HLH,Ulanhot Airport,Ulanhot,China
HLJ,Barysiai,Barysiai,Lithuania
HLN,Helena Rgnl,Helena,United States
HLP,Halim Perdanakusuma International Airport,Jakarta,Indonesia
HLR,Hood Aaf,Fort Hood,United States
HLT,Hamilton Airport,Hamilton,Australia
HLY,Anglesey Airport,Angelsey,United Kingdom
HLZ,Hamilton,Hamilton,New Zealand
HMA,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia
HMB,Sohag International,Sohag,Egypt
HME,Oued Irara,Hassi Messaoud,Algeria
HMI,Hami Airport,Hami,China
HMJ,Khmeinitskiy,Khmeinitskiy,Ukraine
HMN,Holloman Afb,Alamogordo,United States
HMO,General Ignacio P Garcia Intl,Hermosillo,Mexico
HMR,Stafsberg Airport,Hamar,Norway
HMV,Hemavan Airport,Hemavan,Sweden
HNA,Hanamaki,Hanamaki,Japan
HND,Tokyo Intl,Tokyo,Japan
HNH,Hoonah Airport,Hoonah,United States
HNL,Honolulu Intl,Honolulu,United States
HNM,Hana,Hana,United States
HNS,Haines Airport,Haines,United States
HOA,Hola,Hola,Kenya
HOB,Lea Co Rgnl,Hobbs,United States
HOD,Hodeidah Intl,Hodeidah,Yemen
HOF,Al Ahsa,Al-ahsa,Saudi Arabia
HOG,Frank Pais Intl,Holguin,Cuba
HOI,Hao,Hao Island,French Polynesia
HOJ,Hohenems,Hohenems,Austria
HOK,Hooker Creek Airport,Hooker Creek,Australia
HOM,Homer,Homer,United States
HON,Huron Rgnl,Huron,United States
HOP,Campbell Aaf,Hopkinsville,United States
HOQ,Hof Plauen,Hof,Germany
HOR,Horta,Horta,Portugal
HOT,Memorial Field,Hot Springs,United States
HOU,William P Hobby,Houston,United States
HOV,Hovden,Orsta-Volda,Norway
HOW,Howard,Howard,Panama
HPA,Lifuka Island Airport,Lifuka,Tonga
HPB,Hooper Bay Airport,Hooper Bay,United States
HPH,Cat Bi International Airport,Haiphong,Vietnam
HPN,Westchester Co,White Plains,United States
HQM,Bowerman Field,Hoquiam,United States
HQU,McDuffie County Airport,Thomson,United States
HRB,Taiping,Harbin,China
HRE,Harare Intl,Harare,Zimbabwe
HRG,Hurghada Intl,Hurghada,Egypt
HRI,Mattala Rajapaksa Intl.,Mattala,Sri Lanka
HRJ,Chaurjhari,Chaurjhari,Nepal
HRK,Osnova International Airport,Kharkov,Ukraine
HRL,Valley Intl,Harlingen,United States
HRM,Hassi R Mel,Tilrempt,Algeria
HRN,Heron Island,Heron Island,Australia
HRO,Boone Co,Harrison,United States
HRT,Hurlburt Fld,Mary Esther,United States
HSG,Saga Airport,Saga,Japan
HSH,Henderson Executive Airport,Henderson,United States
HSK,Huesca-Pirineos Airport,Huesca,Spain
HSL,Huslia Airport,Huslia,United States
HSN,Zhoushan Airport,Zhoushan,China
HST,Homestead Arb,Homestead,United States
HSV,Huntsville International Airport-Carl T Jones Field,Huntsville,United States
HTA,Kadala,Chita,Russia
HTF,Hatfield,Hatfield,United Kingdom
HTG,Khatanga Airport,Khatanga,Russia
HTI,Hamilton Island Airport,Hamilton Island,Australia
HTL,Roscommon Co,Houghton Lake,United States
HTN,Hotan,Hotan,China
HTS,Tri State Milton J Ferguson Field,Huntington,United States
HTY,Hatay Airport,Hatay,Turkey
HUA,Redstone Aaf,Redstone,United States
HUE,Humera Airport,Humera,Ethiopia
HUF,Terre Haute Intl Hulman Fld,Terre Haute,United States
HUH,Huahine,Huahine Island,French Polynesia
HUI,Phu Bai,Hue,Vietnam
HUL,Houlton Intl,Houlton,United States
HUN,Hualien,Hualien,Taiwan
HUS,Hughes Airport,Hughes,United States
HUT,Hutchinson Municipal Airport,Hutchinson,United States
HUU,Alferez Fap David Figueroa Fernandini Airport,Hu��nuco,Peru
HUV,Hudiksvall,Hudiksvall,Sweden
HUW,Humaita Airport,Humaita,Brazil
HUX,Bahias De Huatulco Intl,Huatulco,Mexico
HUY,Humberside,Humberside,United Kingdom
HUZ,Huizhou,Huizhou,China
HVA,Analalava,Analalava,Madagascar
HVB,Hervey Bay Airport,Hervey Bay,Australia
HVD,Khovd Airport,Khovd,Mongolia
HVG,Valan,Honningsvag,Norway
HVN,Tweed-New Haven Airport,New Haven,United States
HVR,Havre City Co,Havre,United States
HWD,Hayward Executive Airport,Hayward,United States
HWO,North Perry,Hollywood,United States
HXD,Hilton Head Airport,Hilton Head Island,United States
HYA,Barnstable Muni Boardman Polando Fld,Barnstable,United States
HYD,Hyderabad,Hyderabad,India
HYG,Hydaburg Seaplane Base,Hydaburg,United States
HYL,Hollis Seaplane Base,Hollis,United States
HYN,Huangyan Luqiao Airport,Huangyan,China
HYS,Hays Regional Airport,Hays,United States
HYV,Hyvinkaa,Hyvinkaa,Finland
HZG,Hanzhong Airport,Hanzhong,China
HZH,Liping Airport,Liping,China
HZK,Husavik,Husavik,Iceland
HZL,Hazleton Municipal,Hazleton,United States
IAA,Igarka Airport,Igarka,Russia
IAB,Mc Connell Afb,Wichita,United States
IAD,Washington Dulles Intl,Washington,United States
IAG,Niagara Falls Intl,Niagara Falls,United States
IAH,George Bush Intercontinental,Houston,United States
IAM,In Amenas,Zarzaitine,Algeria
IAN,Bob Baker Memorial Airport,Kiana,United States
IAR,Tunoshna,Yaroslavl,Russia
IAS,Iasi,Iasi,Romania
IBA,Ibadan,Ibadan,Nigeria
IBE,Perales,Ibague,Colombia
IBL,Indigo Bay Lodge Airport,Indigo Bay Lodge,Mozambique
IBR,Hyakuri,Ibaraki,Japan
IBZ,Ibiza,Ibiza,Spain
ICI,Cicia Airport,Cicia,Fiji
ICK,Majoor Henry Fernandes Airport,Nieuw Nickerie,Suriname
ICN,Incheon Intl,Seoul,South Korea
ICT,Wichita Mid Continent,Wichita,United States
ICY,Icy Bay Airport,Icy Bay,United States
IDA,Idaho Falls Rgnl,Idaho Falls,United States
IDL,Idlewild Intl,New York,United States
IDR,Devi Ahilyabai Holkar,Indore,India
IDY,�_le d'Yeu Airport,�_le d'Yeu,France
IEG,Babimost,Zielona Gora,Poland
IEO,Aioun El Atrouss,Aioun El Atrouss,Mauritania
IEV,Zhuliany Intl,Kiev,Ukraine
IFJ,Isafjordur,Isafjordur,Iceland
IFL,Innisfail,Innisfail,Australia
IFN,Esfahan Shahid Beheshti Intl,Isfahan,Iran
IFO,Ivano Frankivsk International Airport,Ivano-Frankivsk,Ukraine
IFP,Laughlin-Bullhead Intl,Bullhead,United States
IGA,Matthew Town,Matthew Town,Bahamas
IGB,Ingeniero Jacobacci,Ingeniero Jacobacci,Argentina
IGD,Igdir,Igdir,Turkey
IGG,Igiugig Airport,Igiugig,United States
IGL,Cigli,Izmir,Turkey
IGM,Kingman Airport,Kingman,United States
IGQ,Lansing Municipal,Lansing,United States
IGR,Cataratas Del Iguazu,Iguazu Falls,Argentina
IGS,Ingolstadt BF,Ingolstadt,Germany
IGU,Cataratas Intl,Foz Do Iguacu,Brazil
IHU,Ihu Airport,Ihu,Papua New Guinea
IIA,Inishmaan Aerodrome,Inishmaan,Ireland
IIL,Ilam Airport,Ilam,Iran
IIS,Nissan Island Airport,Nissan Island,Papua New Guinea
IJD,Windham Airport,Willimantic,United States
IJK,Izhevsk Airport,Izhevsk,Russia
IKA,Imam Khomeini,Tehran,Iran
IKI,Iki,Iki,Japan
IKK,Greater Kankakee,Kankakee,United States
IKO,Nikolski Air Station,Nikolski,United States
IKR,Kirtland Air Force Base,Kirtland A.f.b.,United States
IKS,Tiksi Airport,Tiksi,Russia
IKT,Irkutsk,Irkutsk,Russia
IKV,Ankeny Regl Airport,Ankeny,United States
ILD,Lleida-Alguaire Airport,Lleida,Spain
ILF,Ilford Airport,Ilford,Canada
ILG,New Castle,Wilmington,United States
ILI,Iliamna,Iliamna,United States
ILM,Wilmington Intl,Wilmington,United States
ILN,Wilmington Airborne Airpark,Wilmington,United States
ILO,Iloilo,Iloilo,Philippines
ILP,�_le des Pins Airport,�_le des Pins,New Caledonia
ILR,Ilorin,Ilorin,Nigeria
ILU,Kilaguni,Kilaguni,Kenya
ILY,Islay,Islay,United Kingdom
ILZ,�_ilina Airport,�_ilina,Slovakia
IMB,Imbaimadai Airport,Imbaimadai,Guyana
IMF,Imphal,Imphal,India
IMI,Ine Airport,Ine,Marshall Islands
IMK,Simikot,Simikot,Nepal
IMM,Immokalee,Immokalee,United States
IMP,Prefeito Renato Moreira,Imperatriz,Brazil
IMT,Ford Airport,Iron Mountain,United States
INC,Yinchuan,Yinchuan,China
IND,Indianapolis Intl,Indianapolis,United States
ING,Lago Argentino Airport,El Calafate,Argentina
INH,Inhambane,Inhambane,Mozambique
INI,Nis,Nis,Serbia
INJ,Hillsboro Muni,Hillsboro,United States
INK,Winkler Co,Wink,United States
INL,Falls Intl,International Falls,United States
INN,Innsbruck,Innsbruck,Austria
INO,Inongo Airport,Inongo,Congo (Kinshasa)
INQ,Inisheer,Inisheer,Ireland
INS,Creech Afb,Indian Springs,United States
INT,Smith Reynolds,Winston-salem,United States
INU,Nauru Intl,Nauru,Nauru
INV,Inverness,Inverness,United Kingdom
INW,Winslow-Lindbergh Regional Airport,Winslow,United States
INY,Singita Sabi Sands,Sabi Sands,South Africa
INZ,In Salah,In Salah,Algeria
IOA,Ioannina,Ioannina,Greece
IOM,Isle Of Man,Isle Of Man,Isle of Man
IOR,Inishmore Airport,Inis Mor,Ireland
IOS,Ilheus,Ilheus,Brazil
IOW,Iowa City Municipal Airport,Iowa City,United States
IPA,Ipota Airport,Ipota,Vanuatu
IPC,Mataveri Intl,Easter Island,Chile
IPH,Sultan Azlan Shah,Ipoh,Malaysia
IPI,San Luis,Ipiales,Colombia
IPL,Imperial Co,Imperial,United States
IPN,Usiminas,Ipatinga,Brazil
IPT,Williamsport Rgnl,Williamsport,United States
IQM,Qiemo Airport,Qiemo,China
IQN,Qingyang Airport,Qingyang,China
IQQ,Diego Aracena Intl,Iquique,Chile
IQT,Coronel Francisco Secada Vignetta Intl,Iquitos,Peru
IRA,Ngorangora Airport,Kirakira,Solomon Islands
IRC,Circle City Airport,Circle,United States
IRD,Ishurdi,Ishurdi,Bangladesh
IRG,Lockhart River Airport,Lockhart River,Australia
IRI,Iringa,Iringa,Tanzania
IRJ,La Rioja,La Rioja,Argentina
IRK,Kirksville Regional Airport,Kirksville,United States
IRP,Matari,Isiro,Congo (Kinshasa)
IRU,Hilton Iru fushi,Maldives Hilton Iru fushi,Maldives
IRZ,Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil
ISA,Mount Isa,Mount Isa,Australia
ISB,Chaklala,Islamabad,Pakistan
ISC,Isles Of Scilly,St Mary's,United Kingdom
ISE,Isparta S�_leyman Demirel Airport,Isparta,Turkey
ISG,Ishigaki,Ishigaki,Japan
ISJ,Isla Mujeres,Isla Mujeres,Mexico
ISK,Nasik Road,Nasik Road,India
ISM,Kissimmee Gateway Airport,Kissimmee,United States
ISN,Sloulin Fld Intl,Williston,United States
ISO,Kinston Regional Jetport,Kinston,United States
ISP,Long Island Mac Arthur,Islip,United States
IST,Ataturk,Istanbul,Turkey
ISU,Sulaymaniyah International Airport,Sulaymaniyah,Iraq
ISW,Alexander Field South Wood County Airport,Wisconsin Rapids,United States
ITB,Cachimbo,Itaituba,Brazil
ITH,Ithaca Tompkins Rgnl,Ithaca,United States
ITK,Itokama Airport,Itokama,Papua New Guinea
ITM,Osaka Intl,Osaka,Japan
ITO,Hilo Intl,Hilo,United States
IUD,Al Udeid AB,Doha,Qatar
IUE,Niue International Airport,Alofi,Niue
IVA,Ambanja Airport,Ambanja,Madagascar
IVC,Invercargill,Invercargill,New Zealand
IVL,Ivalo,Ivalo,Finland
IVR,Inverell,Inverell,Australia
IWA,Yuzhny,Ivanovo,Russia
IWD,Gogebic Iron County Airport,Ironwood,United States
IWJ,Iwami Airport,Iwami,Japan
IWO,Iwo Jima,Iwojima,Japan
IWS,West Houston,Houston,United States
IXA,Agartala,Agartala,India
IXB,Bagdogra,Baghdogra,India
IXC,Chandigarh,Chandigarh,India
IXD,Allahabad,Allahabad,India
IXE,Mangalore,Mangalore,India
IXG,Belgaum,Belgaum,India
IXH,Kailashahar,Kailashahar,India
IXI,Lilabari,Lilabari,India
IXJ,Jammu,Jammu,India
IXK,Keshod,Keshod,India
IXL,Leh,Leh,India
IXM,Madurai,Madurai,India
IXP,Pathankot,Pathankot,India
IXR,Birsa Munda,Ranchi,India
IXS,Silchar,Silchar,India
IXU,Aurangabad,Aurangabad,India
IXW,Jamshedpur,Jamshedpur,India
IXY,Kandla,Kandla,India
IXZ,Port Blair,Port Blair,India
IYK,Inyokern Airport,Inyokern,United States
IZA,Zona da Mata Regional Airport,Juiz de Fora,Brazil
IZG,Eastern Slopes Regional,Fryeburg,United States
IZO,Izumo,Izumo,Japan
JAA,Jalalabad,Jalalabad,Afghanistan
JAB,Jabiru,Jabiru,Australia
JAC,Jackson Hole Airport,Jacksn Hole,United States
JAD,Perth Jandakot,Perth,Australia
JAF,Kankesanturai,Jaffna,Sri Lanka
JAI,Jaipur,Jaipur,India
JAL,Lencero Airport,Jalapa,Mexico
JAN,Jackson Evers Intl,Jackson,United States
JAQ,Jacquinot Bay Airport,Jacquinot Bay,Papua New Guinea
JAT,Jabot Airport,Ailinglapalap Atoll,Marshall Islands
JAV,Ilulissat,Ilulissat,Greenland
JAX,Jacksonville Intl,Jacksonville,United States
JBQ,Dr Joaquin Balaguer International Airport,La Isabela,Dominican Republic
JBR,Jonesboro Muni,Jonesboro,United States
JCA,Croisette Heliport,Cannes,France
JCB,Joacaba Airport,Joacaba,Brazil
JCH,Qasigiannguit,Qasigiannguit,Greenland
JCI,New Century AirCenter Airport,Olathe,United States
JCK,Julia Creek Airport,Julia Creek,Australia
JCO,Comino Airport,Comino,Malta
JCU,Ceuta Heliport,Ceuta,Spain
JDF,Francisco De Assis,Juiz De Fora,Brazil
JDH,Jodhpur,Jodhpur,India
JDO,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil
JDR,Aeroporto Prefeito Octavio de Almeida Neves,Sao Joao del Rei,Brazil
JDZ,Jingdezhen Airport,Jingdezhen,China
JED,King Abdulaziz Intl,Jeddah,Saudi Arabia
JEE,Jeremie Airport,Jeremie,Haiti
JEF,Jefferson City Memorial Airport,Jefferson City,United States
JEG,Aasiaat,Aasiaat,Greenland
JEJ,Jeh Airport,Ailinglapalap Atoll,Marshall Islands
JER,Jersey,Jersey,Jersey
JES,Jesup-Wayne County Airport,Jesup,United States
JFK,John F Kennedy Intl,New York,United States
JFR,Paamiut Heliport,Paamiut,Greenland
JGA,Jamnagar,Jamnagar,India
JGC,Grand Canyon Heliport,Grand Canyon,United States
JGD,Jiagedaqi Airport,Jiagedaqi District,China
JGN,Jiayuguan Airport,Jiayuguan,China
JGO,Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland
JGR,Groennedal Heliport,Groennedal,Greenland
JGS,Jing Gang Shan Airport,Ji An,China
JHB,Sultan Ismail,Johor Bahru,Malaysia
JHE,Helsingborg Cruise Port,Helsingborg,Sweden
JHG,Jinghong,Jinghong,China
JHL,Albian Aerodrome,Wood Buffalo,Canada
JHM,Kapalua,Lahania-kapalua,United States
JHQ,Shute Harbour,Shute Harbour,Australia
